data,campeonato,rodada,time_mandante,time_visitante,gols_mandante,gols_visitante,resultado,local,chutes_mandante,chutes_visitante,posse_bola_mandante,posse_bola_visitante,time,adversario,gols_marcados,gols_sofridos,mandante,resultado_do_time,media_gols_marcados_ult5,media_gols_sofridos_ult5,vitorias_ult5,empates_ult5,derrotas_ult5,sequencia_resultados,odd_1,odd_X,odd_2,odd_over_2_5,odd_under_2_5,casa_aposta,data_odds,prob_1,prob_X,prob_2,prob_over_2_5,prob_under_2_5,soma_prob_1x2,prob_1_norm,prob_X_norm,prob_2_norm,soma_prob_over_under,prob_over_2_5_norm,prob_under_2_5_norm
2022-01-04,Brasileiro Série B,38,Time2_SerieB,Time1_SerieB,3,1,H,Estádio Time2_SerieB,8,14,48,52,Time1_SerieB,Time2_SerieB,1,3,0,D,,,,,,,1.98,3.87,8.77,1.73,3.35,Betano,2022-01-01,0.5050505050505051,0.25839793281653745,0.11402508551881414,0.5780346820809249,0.29850746268656714,0.8774735233858567,0.5755734977640073,0.2944794639722828,0.12994703826370976,0.876542144767492,0.6594488188976378,0.34055118110236215
2022-01-04,Brasileiro Série B,38,Time2_SerieB,Time1_SerieB,3,1,H,Estádio Time2_SerieB,8,14,48,52,Time2_SerieB,Time1_SerieB,3,1,1,V,,,,,,,2.1,4.44,4.66,1.78,2.83,Sportingbet,2022-01-02,0.47619047619047616,0.2252252252252252,0.2145922746781116,0.5617977528089888,0.35335689045936397,0.916007976093813,0.5198540718183736,0.2458769258600416,0.2342690023215847,0.9151546432683528,0.613882863340564,0.386117136659436
2022-01-05,Brasileiro Série B,16,Time9_SerieB,Time12_SerieB,3,4,A,Estádio Time9_SerieB,10,18,44,56,Time9_SerieB,Time12_SerieB,3,4,1,D,,,,,,,5.39,4.29,2.28,1.95,2.92,Betfair,2022-01-04,0.1855287569573284,0.2331002331002331,0.4385964912280702,0.5128205128205129,0.3424657534246575,0.8572254812856317,0.2164293537787514,0.2719240598758671,0.5116465863453815,0.8552862662451703,0.5995893223819303,0.4004106776180698
2022-01-05,Brasileiro Série B,16,Time9_SerieB,Time12_SerieB,3,4,A,Estádio Time9_SerieB,10,18,44,56,Time12_SerieB,Time9_SerieB,4,3,0,V,,,,,,,9.13,4.03,1.69,1.75,2.65,Sportingbet,2022-01-02,0.10952902519167579,0.24813895781637715,0.591715976331361,0.5714285714285714,0.37735849056603776,0.9493839593394139,0.11536852304507718,0.2613683909184999,0.6232630860364229,0.9487870619946092,0.6022727272727273,0.39772727272727276
2022-01-05,Brasileiro Série B,30,Time6_SerieB,Time15_SerieB,1,1,D,Estádio Time6_SerieB,13,7,41,59,Time6_SerieB,Time15_SerieB,1,1,1,E,,,,,,,5.0,2.67,3.6,3.38,1.79,Sportingbet,2022-01-02,0.2,0.37453183520599254,0.2777777777777778,0.2958579881656805,0.5586592178770949,0.8523096129837703,0.2346565109125531,0.43943166837556763,0.3259118207118793,0.8545172060427755,0.34622823984526113,0.6537717601547388
2022-01-05,Brasileiro Série B,36,Time20_SerieB,Time10_SerieB,3,4,A,Estádio Time20_SerieB,12,12,49,51,Time10_SerieB,Time20_SerieB,4,3,0,V,,,,,,,20.42,4.69,1.66,1.73,3.49,Bet365,2022-01-02,0.04897159647404505,0.21321961620469082,0.6024096385542169,0.5780346820809249,0.28653295128939826,0.8646008512329528,0.05664069888921546,0.24661046296754363,0.6967488381432408,0.8645676333703232,0.6685823754789272,0.33141762452107276
2022-01-05,Brasileiro Série B,30,Time6_SerieB,Time15_SerieB,1,1,D,Estádio Time6_SerieB,13,7,41,59,Time15_SerieB,Time6_SerieB,1,1,0,E,,,,,,,3.26,2.79,4.39,2.97,1.8,Betano,2022-01-04,0.3067484662576687,0.35842293906810035,0.22779043280182235,0.33670033670033667,0.5555555555555556,0.8929618381275914,0.34351800173328206,0.40138662568118266,0.2550953725855352,0.8922558922558923,0.37735849056603765,0.6226415094339622
2022-01-05,Brasileiro Série B,36,Time20_SerieB,Time10_SerieB,3,4,A,Estádio Time20_SerieB,12,12,49,51,Time20_SerieB,Time10_SerieB,3,4,1,D,,,,,,,4.94,5.06,2.08,1.72,3.35,Sportingbet,2022-01-03,0.20242914979757085,0.19762845849802374,0.4807692307692307,0.5813953488372093,0.29850746268656714,0.8808268390648253,0.22981719087089816,0.2243669808107188,0.545815828318383,0.8799028115237765,0.6607495069033531,0.3392504930966469
2022-01-06,Brasileiro Série B,1,Time11_SerieB,Time10_SerieB,1,3,A,Estádio Time11_SerieB,13,12,63,37,Time10_SerieB,Time11_SerieB,3,1,0,V,4.0,3.0,1.0,0.0,0.0,V,5.62,5.24,1.98,1.78,3.2,Betano,2022-01-04,0.17793594306049823,0.19083969465648853,0.5050505050505051,0.5617977528089888,0.3125,0.8738261427674918,0.2036285415963385,0.21839549690294316,0.5779759615007184,0.8742977528089888,0.642570281124498,0.357429718875502
2022-01-06,Brasileiro Série B,1,Time2_SerieB,Time13_SerieB,1,4,A,Estádio Time2_SerieB,9,11,37,63,Time2_SerieB,Time13_SerieB,1,4,1,D,3.0,1.0,1.0,0.0,0.0,V,5.27,3.89,2.18,1.73,3.07,Betfair,2022-01-04,0.18975332068311196,0.2570694087403599,0.4587155963302752,0.5780346820809249,0.32573289902280134,0.905538325753747,0.20954753132637002,0.2838857301002493,0.5065667385733806,0.9037675811037262,0.6395833333333333,0.36041666666666666
