data,campeonato,rodada,time_mandante,time_visitante,gols_mandante,gols_visitante,resultado,local,chutes_mandante,chutes_visitante,posse_bola_mandante,posse_bola_visitante,time,adversario,gols_marcados,gols_sofridos,mandante,resultado_do_time,media_gols_marcados_ult5,media_gols_sofridos_ult5,vitorias_ult5,empates_ult5,derrotas_ult5,sequencia_resultados,odd_1,odd_X,odd_2,odd_over_2_5,odd_under_2_5,casa_aposta,data_odds,prob_1,prob_X,prob_2,prob_over_2_5,prob_under_2_5,soma_prob_1x2,prob_1_norm,prob_X_norm,prob_2_norm,soma_prob_over_under,prob_over_2_5_norm,prob_under_2_5_norm
2022-01-01,Brasileiro Série C,25,Time3_SerieC,Time4_SerieC,4,1,H,Estádio Time3_SerieC,15,9,53,47,Time3_SerieC,Time4_SerieC,4,1,1,V,,,,,,,2.04,4.09,4.94,1.71,2.84,Betano,2021-12-29,0.49019607843137253,0.24449877750611249,0.20242914979757085,0.5847953216374269,0.35211267605633806,0.9371240057350559,0.5230856059939211,0.26090333404097776,0.21601105996510103,0.9369079976937649,0.6241758241758242,0.3758241758241759
2022-01-01,Brasileiro Série C,25,Time3_SerieC,Time4_SerieC,4,1,H,Estádio Time3_SerieC,15,9,53,47,Time4_SerieC,Time3_SerieC,1,4,0,D,,,,,,,1.67,4.16,9.37,1.57,3.23,Betfair,2021-12-30,0.5988023952095809,0.24038461538461536,0.10672358591248667,0.6369426751592356,0.30959752321981426,0.945910596506683,0.6330433313898818,0.2541303758223804,0.11282629278773773,0.9465401983790499,0.6729166666666666,0.32708333333333334
2022-01-01,Brasileiro Série C,18,Time9_SerieC,Time2_SerieC,1,0,H,Estádio Time9_SerieC,13,13,35,65,Time9_SerieC,Time2_SerieC,1,0,1,V,,,,,,,1.6,4.7,9.28,2.24,2.01,Pinnacle,2021-12-31,0.625,0.2127659574468085,0.10775862068965518,0.4464285714285714,0.49751243781094534,0.9455245781364636,0.6610087293889428,0.22502424830261883,0.11396702230843843,0.9439410092395167,0.4729411764705882,0.5270588235294118
2022-01-01,Brasileiro Série C,18,Time9_SerieC,Time2_SerieC,1,0,H,Estádio Time9_SerieC,13,13,35,65,Time2_SerieC,Time9_SerieC,0,1,0,D,,,,,,,1.83,4.58,5.66,2.26,2.0,Bet365,2021-12-30,0.5464480874316939,0.2183406113537118,0.17667844522968199,0.4424778761061947,0.5,0.9414671440150878,0.5804218351171017,0.2319152747301957,0.18766289015270252,0.9424778761061947,0.4694835680751174,0.5305164319248826
2022-01-02,Brasileiro Série C,8,Time12_SerieC,Time9_SerieC,2,3,A,Estádio Time12_SerieC,8,13,40,60,Time9_SerieC,Time12_SerieC,3,2,0,V,1.0,0.0,1.0,0.0,0.0,V,17.42,4.91,1.69,1.82,3.29,Pinnacle,2022-01-01,0.057405281285878296,0.20366598778004072,0.591715976331361,0.5494505494505494,0.303951367781155,0.85278724539728,0.0673148919565928,0.23882391402929667,0.6938611940141105,0.8534019172317044,0.6438356164383561,0.3561643835616438
2022-01-02,Brasileiro Série C,8,Time12_SerieC,Time9_SerieC,2,3,A,Estádio Time12_SerieC,8,13,40,60,Time12_SerieC,Time9_SerieC,2,3,1,D,,,,,,,11.92,4.71,1.59,1.8,2.71,Bet365,2021-12-30,0.08389261744966443,0.21231422505307856,0.6289308176100629,0.5555555555555556,0.36900369003690037,0.9251376601128058,0.09068122622900797,0.22949473814220278,0.6798240356287892,0.924559245592456,0.6008869179600888,0.3991130820399113
2022-01-03,Brasileiro Série C,12,Time4_SerieC,Time19_SerieC,0,1,A,Estádio Time4_SerieC,6,6,47,53,Time19_SerieC,Time4_SerieC,1,0,0,V,,,,,,,8.31,4.45,1.97,2.44,2.26,Sportingbet,2022-01-01,0.12033694344163658,0.2247191011235955,0.5076142131979695,0.4098360655737705,0.4424778761061947,0.8526702577632016,0.1411295191148274,0.26354748400993616,0.5953229968752365,0.8523139416799652,0.4808510638297872,0.5191489361702127
2022-01-03,Brasileiro Série C,12,Time4_SerieC,Time19_SerieC,0,1,A,Estádio Time4_SerieC,6,6,47,53,Time4_SerieC,Time19_SerieC,0,1,1,D,1.0,4.0,0.0,0.0,1.0,D,4.48,5.36,2.25,3.06,1.89,Betfair,2021-12-31,0.2232142857142857,0.18656716417910446,0.4444444444444444,0.32679738562091504,0.5291005291005292,0.8542258943378346,0.2613059229342532,0.2184049505122116,0.5202891265535352,0.8558979147214443,0.3818181818181818,0.6181818181818182
2022-01-03,Brasileiro Série C,8,Time2_SerieC,Time15_SerieC,0,2,A,Estádio Time2_SerieC,10,12,47,53,Time15_SerieC,Time2_SerieC,2,0,0,V,,,,,,,7.92,5.11,1.86,3.4,1.76,Betfair,2022-01-01,0.12626262626262627,0.19569471624266144,0.5376344086021505,0.29411764705882354,0.5681818181818182,0.8595917511074382,0.14688673559274887,0.2276600676897399,0.6254531967175112,0.8622994652406417,0.34108527131782945,0.6589147286821706
2022-01-03,Brasileiro Série C,8,Time2_SerieC,Time15_SerieC,0,2,A,Estádio Time2_SerieC,10,12,47,53,Time2_SerieC,Time15_SerieC,0,2,1,D,0.0,1.0,0.0,0.0,1.0,D,6.91,4.87,1.85,2.47,2.06,Bet365,2022-01-02,0.1447178002894356,0.2053388090349076,0.5405405405405405,0.4048582995951417,0.4854368932038835,0.8905971498648837,0.16249524300789797,0.23056306554098047,0.6069416914511215,0.8902951927990252,0.4547461368653421,0.5452538631346578
2022-01-07,Brasileiro Série C,28,Time12_SerieC,Time17_SerieC,2,1,H,Estádio Time12_SerieC,16,8,47,53,Time12_SerieC,Time17_SerieC,2,1,1,V,2.0,3.0,0.0,0.0,1.0,D,1.96,4.26,7.42,1.72,3.35,Betano,2022-01-05,0.5102040816326531,0.2347417840375587,0.1347708894878706,0.5813953488372093,0.29850746268656714,0.8797167551580823,0.5799640380169535,0.2668379142049833,0.15319804777806317,0.8799028115237765,0.6607495069033531,0.3392504930966469
2022-01-07,Brasileiro Série C,37,Time14_SerieC,Time20_SerieC,2,4,A,Estádio Time14_SerieC,7,17,56,44,Time14_SerieC,Time20_SerieC,2,4,1,D,,,,,,,23.22,3.84,1.68,1.64,3.47,Pinnacle,2022-01-05,0.04306632213608958,0.2604166666666667,0.5952380952380952,0.6097560975609756,0.2881844380403458,0.8987210840408515,0.04791956358968874,0.2897636110813991,0.6623168253289121,0.8979405356013215,0.6790606653620351,0.32093933463796476
2022-01-07,Brasileiro Série C,28,Time12_SerieC,Time17_SerieC,2,1,H,Estádio Time12_SerieC,16,8,47,53,Time17_SerieC,Time12_SerieC,1,2,0,D,,,,,,,2.0,5.0,5.25,1.8,2.99,Sportingbet,2022-01-05,0.5,0.2,0.19047619047619047,0.5555555555555556,0.33444816053511706,0.8904761904761904,0.5614973262032086,0.22459893048128346,0.21390374331550802,0.8900037160906726,0.6242171189979123,0.3757828810020877
2022-01-07,Brasileiro Série C,37,Time14_SerieC,Time20_SerieC,2,4,A,Estádio Time14_SerieC,7,17,56,44,Time20_SerieC,Time14_SerieC,4,2,0,V,,,,,,,12.31,3.95,1.65,1.53,3.48,Betfair,2022-01-06,0.08123476848090982,0.2531645569620253,0.6060606060606061,0.6535947712418301,0.28735632183908044,0.9404599315035411,0.08637770282359335,0.2691922839894769,0.6444300131869297,0.9409510930809105,0.6946107784431138,0.3053892215568862
2022-01-08,Brasileiro Série C,4,Time17_SerieC,Time10_SerieC,0,4,A,Estádio Time17_SerieC,5,15,60,40,Time10_SerieC,Time17_SerieC,4,0,0,V,,,,,,,11.21,5.11,1.65,1.61,3.7,Betfair,2022-01-07,0.08920606601248884,0.19569471624266144,0.6060606060606061,0.6211180124223602,0.27027027027027023,0.8909613883157563,0.10012338040947096,0.21964444117224452,0.6802321784182845,0.8913882826926305,0.6967984934086628,0.30320150659133704
2022-01-08,Brasileiro Série C,4,Time17_SerieC,Time10_SerieC,0,4,A,Estádio Time17_SerieC,5,15,60,40,Time17_SerieC,Time10_SerieC,0,4,1,D,1.0,2.0,0.0,0.0,1.0,D,4.4,4.38,2.15,1.79,2.76,Sportingbet,2022-01-07,0.22727272727272727,0.22831050228310504,0.46511627906976744,0.5586592178770949,0.3623188405797102,0.9206995086255998,0.24684788592099396,0.2479750452174369,0.5051770688615691,0.9209780584568051,0.6065934065934065,0.39340659340659345
2022-01-09,Brasileiro Série C,34,Time9_SerieC,Time19_SerieC,3,1,H,Estádio Time9_SerieC,12,6,48,52,Time19_SerieC,Time9_SerieC,1,3,0,D,1.0,0.0,1.0,0.0,0.0,V,2.31,4.44,4.87,1.68,3.72,Bet365,2022-01-08,0.4329004329004329,0.2252252252252252,0.2053388090349076,0.5952380952380952,0.26881720430107525,0.8634644671605656,0.5013529211271329,0.2608390197756029,0.23780805909726427,0.8640552995391705,0.6888888888888889,0.3111111111111111
2022-01-09,Brasileiro Série C,34,Time9_SerieC,Time19_SerieC,3,1,H,Estádio Time9_SerieC,12,6,48,52,Time9_SerieC,Time19_SerieC,3,1,1,V,2.0,1.0,2.0,0.0,0.0,VV,1.65,4.54,17.19,1.73,3.26,Betano,2022-01-07,0.6060606060606061,0.22026431718061673,0.05817335660267597,0.5780346820809249,0.3067484662576687,0.8844982798438988,0.6852026961178116,0.24902741158466718,0.06576989229752117,0.8847831483385936,0.6533066132264529,0.3466933867735471
2022-01-09,Brasileiro Série C,1,Time8_SerieC,Time18_SerieC,0,3,A,Estádio Time8_SerieC,8,17,68,32,Time18_SerieC,Time8_SerieC,3,0,0,V,,,,,,,4.51,4.89,1.98,1.7,2.92,Pinnacle,2022-01-07,0.22172949002217296,0.20449897750511248,0.5050505050505051,0.5882352941176471,0.3424657534246575,0.9312789725777906,0.23809137385376936,0.2195893857015337,0.5423192404446969,0.9307010475423045,0.6320346320346321,0.36796536796536794
2022-01-09,Brasileiro Série C,1,Time8_SerieC,Time18_SerieC,0,3,A,Estádio Time8_SerieC,8,17,68,32,Time8_SerieC,Time18_SerieC,0,3,1,D,,,,,,,5.27,3.95,2.13,1.82,2.75,Bet365,2022-01-08,0.18975332068311196,0.2531645569620253,0.4694835680751174,0.5494505494505494,0.36363636363636365,0.9124014457202546,0.2079713064607429,0.2774705784931937,0.5145581150460634,0.913086913086913,0.6017505470459519,0.3982494529540482
2022-01-10,Brasileiro Série C,17,Time15_SerieC,Time8_SerieC,0,2,A,Estádio Time15_SerieC,11,16,41,59,Time15_SerieC,Time8_SerieC,0,2,1,D,2.0,0.0,1.0,0.0,0.0,V,11.1,4.1,1.91,2.5,2.18,Bet365,2022-01-08,0.0900900900900901,0.24390243902439027,0.5235602094240838,0.4,0.4587155963302752,0.8575527385385642,0.10505486839634032,0.28441683882911645,0.6105282927745431,0.8587155963302753,0.4658119658119658,0.5341880341880342
2022-01-10,Brasileiro Série C,17,Time15_SerieC,Time8_SerieC,0,2,A,Estádio Time15_SerieC,11,16,41,59,Time8_SerieC,Time15_SerieC,2,0,0,V,0.0,3.0,0.0,0.0,1.0,D,6.77,5.15,1.78,2.87,1.8,Betfair,2022-01-09,0.14771048744460857,0.1941747572815534,0.5617977528089888,0.3484320557491289,0.5555555555555556,0.9036829975351508,0.16345387469665548,0.21487043333909855,0.6216756919642459,0.9039876113046845,0.38543897216274087,0.6145610278372591
2022-01-11,Brasileiro Série C,31,Time9_SerieC,Time13_SerieC,3,3,D,Estádio Time9_SerieC,17,12,51,49,Time9_SerieC,Time13_SerieC,3,3,1,E,2.333333333333333,1.0,3.0,0.0,0.0,VVV,3.39,2.53,4.01,1.77,2.67,Bet365,2022-01-08,0.2949852507374631,0.3952569169960475,0.24937655860349128,0.5649717514124294,0.37453183520599254,0.9396187263370019,0.31394143440226013,0.4206567045943328,0.26540186100340696,0.9395035866184219,0.6013513513513513,0.3986486486486487
2022-01-11,Brasileiro Série C,31,Time9_SerieC,Time13_SerieC,3,3,D,Estádio Time9_SerieC,17,12,51,49,Time13_SerieC,Time9_SerieC,3,3,0,E,,,,,,,4.39,2.4,3.34,1.57,3.24,Bet365,2022-01-10,0.22779043280182235,0.4166666666666667,0.29940119760479045,0.6369426751592356,0.30864197530864196,0.9438582970732795,0.24133965183985356,0.4414504464903988,0.31720990166974766,0.9455846504678775,0.6735966735966736,0.3264033264033264
2022-01-14,Brasileiro Série C,34,Time17_SerieC,Time12_SerieC,1,3,A,Estádio Time17_SerieC,9,17,58,42,Time12_SerieC,Time17_SerieC,3,1,0,V,2.0,2.0,1.0,0.0,1.0,DV,9.85,3.98,1.76,1.66,3.12,Betfair,2022-01-11,0.10152284263959391,0.25125628140703515,0.5681818181818182,0.6024096385542169,0.3205128205128205,0.9209609422284473,0.11023577437924707,0.2728196928732622,0.6169445327474907,0.9229224590670374,0.6527196652719666,0.34728033472803344
2022-01-14,Brasileiro Série C,19,Time7_SerieC,Time9_SerieC,2,1,H,Estádio Time7_SerieC,7,13,41,59,Time7_SerieC,Time9_SerieC,2,1,1,V,,,,,,,1.89,4.27,7.04,1.64,3.37,Sportingbet,2022-01-13,0.5291005291005292,0.234192037470726,0.14204545454545456,0.6097560975609756,0.29673590504451036,0.9053380211167098,0.5844231842244934,0.2586791143288741,0.15689770144663245,0.9064920026054859,0.6726546906187625,0.3273453093812375
2022-01-14,Brasileiro Série C,18,Time17_SerieC,Time15_SerieC,1,0,H,Estádio Time17_SerieC,13,13,35,65,Time17_SerieC,Time15_SerieC,1,0,1,V,0.6666666666666666,3.0,0.0,0.0,3.0,DDD,1.7,3.8,10.32,2.22,2.02,Sportingbet,2022-01-13,0.5882352941176471,0.2631578947368421,0.09689922480620154,0.4504504504504504,0.49504950495049505,0.9482924136606907,0.6203100284720026,0.2775071180006327,0.10218285352736475,0.9454999554009454,0.4764150943396226,0.5235849056603774
2022-01-14,Brasileiro Série C,34,Time17_SerieC,Time12_SerieC,1,3,A,Estádio Time17_SerieC,9,17,58,42,Time17_SerieC,Time12_SerieC,1,3,1,D,0.5,3.0,0.0,0.0,2.0,DD,11.9,4.9,1.73,1.91,2.9,Sportingbet,2022-01-13,0.08403361344537814,0.2040816326530612,0.5780346820809249,0.5235602094240838,0.3448275862068966,0.8661499281793643,0.09701970838006728,0.2356192917801634,0.6673609998397693,0.8683877956309803,0.6029106029106029,0.3970893970893971
2022-01-14,Brasileiro Série C,25,Time7_SerieC,Time5_SerieC,1,1,D,Estádio Time7_SerieC,11,10,32,68,Time5_SerieC,Time7_SerieC,1,1,0,E,,,,,,,4.34,2.39,4.97,2.97,1.95,Betano,2022-01-12,0.2304147465437788,0.41841004184100417,0.2012072434607646,0.33670033670033667,0.5128205128205129,0.8500320318455475,0.2710659574128209,0.4922285586492228,0.2367054839379563,0.8495208495208495,0.3963414634146341,0.603658536585366
2022-01-14,Brasileiro Série C,19,Time7_SerieC,Time9_SerieC,2,1,H,Estádio Time7_SerieC,7,13,41,59,Time9_SerieC,Time7_SerieC,1,2,0,D,2.5,1.5,3.0,1.0,0.0,VVVE,2.19,4.93,5.08,1.92,2.98,Betfair,2022-01-11,0.4566210045662101,0.20283975659229211,0.19685039370078738,0.5208333333333334,0.33557046979865773,0.8563111548592895,0.5332419202704919,0.23687622827431587,0.22988185145519233,0.8564038031319912,0.6081632653061224,0.39183673469387753
2022-01-14,Brasileiro Série C,18,Time17_SerieC,Time15_SerieC,1,0,H,Estádio Time17_SerieC,13,13,35,65,Time15_SerieC,Time17_SerieC,0,1,0,D,1.0,1.0,1.0,0.0,1.0,VD,1.73,5.05,12.93,2.35,2.34,Betfair,2022-01-12,0.5780346820809249,0.19801980198019803,0.07733952049497293,0.425531914893617,0.4273504273504274,0.8533940045560959,0.6773362350742049,0.23203795775809397,0.09062580716770104,0.8528823422440444,0.4989339019189766,0.5010660980810235
2022-01-14,Brasileiro Série C,25,Time7_SerieC,Time5_SerieC,1,1,D,Estádio Time7_SerieC,11,10,32,68,Time7_SerieC,Time5_SerieC,1,1,1,E,2.0,1.0,1.0,0.0,0.0,V,3.55,2.72,4.97,3.02,1.93,Betfair,2022-01-12,0.28169014084507044,0.3676470588235294,0.2012072434607646,0.33112582781456956,0.5181347150259068,0.8505444431293644,0.3311880327013394,0.4322490867977039,0.23656288050095672,0.8492605428404764,0.3898989898989899,0.6101010101010101
2022-01-17,Brasileiro Série C,23,Time3_SerieC,Time6_SerieC,3,1,H,Estádio Time3_SerieC,16,10,33,67,Time3_SerieC,Time6_SerieC,3,1,1,V,4.0,1.0,1.0,0.0,0.0,V,1.91,4.16,8.07,1.69,3.38,Bet365,2022-01-15,0.5235602094240838,0.24038461538461536,0.12391573729863692,0.591715976331361,0.2958579881656805,0.887860562107336,0.5896874258964879,0.2707459094861278,0.13956666461738437,0.8875739644970415,0.6666666666666666,0.3333333333333333
2022-01-17,Brasileiro Série C,23,Time3_SerieC,Time6_SerieC,3,1,H,Estádio Time3_SerieC,16,10,33,67,Time6_SerieC,Time3_SerieC,1,3,0,D,,,,,,,1.77,5.37,7.08,1.81,2.96,Bet365,2022-01-15,0.5649717514124294,0.186219739292365,0.14124293785310735,0.5524861878453039,0.33783783783783783,0.8924344285579018,0.6330680813439433,0.2086648983200707,0.15826702033598583,0.8903240256831417,0.6205450733752621,0.3794549266247379
2022-01-19,Brasileiro Série C,24,Time2_SerieC,Time5_SerieC,0,1,A,Estádio Time2_SerieC,8,8,50,50,Time2_SerieC,Time5_SerieC,0,1,1,D,0.0,1.5,0.0,0.0,2.0,DD,6.33,4.54,1.99,3.4,1.71,Sportingbet,2022-01-16,0.1579778830963665,0.22026431718061673,0.5025125628140703,0.29411764705882354,0.5847953216374269,0.8807547630910535,0.17936648170023528,0.2500858654542928,0.5705476528454719,0.8789129686962505,0.33463796477495106,0.6653620352250489
2022-01-19,Brasileiro Série C,24,Time2_SerieC,Time5_SerieC,0,1,A,Estádio Time2_SerieC,8,8,50,50,Time5_SerieC,Time2_SerieC,1,0,0,V,1.0,1.0,0.0,1.0,0.0,E,11.01,4.79,1.68,2.4,2.09,Sportingbet,2022-01-16,0.09082652134423251,0.20876826722338204,0.5952380952380952,0.4166666666666667,0.47846889952153115,0.8948328838057098,0.10150109924207164,0.23330419679649453,0.6651947039614338,0.8951355661881979,0.465478841870824,0.5345211581291759
